Wavelength_nm,LED365,LED385wide,LED430,LED480,LED535,LED568wide,LED600,LED635,LED680,LED700,LED740,LED765,QE
375.3,0.231691108,0.765450139,0.064570205,0.009576328,0,0,0,0,0,0,0,0,0.177332366
375.4,0.227276963,0.769030471,0.065517193,0.009565687,0,0,0,0,0,0,0,0,0.177323917
375.5,0.222962063,0.772596953,0.066470162,0.009555242,0,0,0,0,0,0,0,0,0.17731549
375.6,0.218791083,0.776149584,0.067429096,0.009545,0,0,0,0,0,0,0,0,0.177307084
375.7,0.214825447,0.779688366,0.068393978,0.009534966,0,0,0,0,0,0,0,0,0.177298701
375.8,0.210954615,0.783213296,0.069364793,0.009525147,0,0,0,0,0,0,0,0,0.177290342
375.9,0.207173647,0.786724377,0.070341524,0.009515547,0,0,0,0,0,0,0,0,0.177282008
376,0.203477603,0.790221607,0.071324154,0.009506173,0,0,0,0,0,0,0,0,0.177273701
376.1,0.199861543,0.793704986,0.072312669,0.00949703,0,0,0,0,0,0,0,0,0.17726542
376.2,0.196320525,0.797174515,0.073307051,0.009488125,0,0,0,0,0,0,0,0,0.177257167
376.3,0.192849609,0.800630194,0.074307284,0.009479463,0,0,0,0,0,0,0,0,0.177248943
376.4,0.189443856,0.804072022,0.075313353,0.009471049,0,0,0,0,0,0,0,0,0.17724075
376.5,0.186098324,0.8075,0.07632524,0.009462891,0,0,0,0,0,0,0,0,0.177232587
376.6,0.182808073,0.810914127,0.07734293,0.009454992,0,0,0,0,0,0,0,0,0.177224457
376.7,0.179568163,0.814314404,0.078366407,0.00944736,0,0,0,0,0,0,0,0,0.177216359
376.8,0.176373652,0.817700831,0.079395654,0.00944,0,0,0,0,0,0,0,0,0.177208296
376.9,0.173219602,0.821073407,0.080430655,0.009432918,0,0,0,0,0,0,0,0,0.177200268
377,0.170101071,0.824432133,0.081471395,0.009426119,0,0,0,0,0,0,0,0,0.177192276
377.1,0.167013118,0.827777008,0.082517856,0.009419609,0,0,0,0,0,0,0,0,0.177184322
377.2,0.163950804,0.831108033,0.083570023,0.009413395,0,0,0,0,0,0,0,0,0.177176406
377.3,0.160909187,0.834425208,0.084627879,0.009407482,0,0,0,0,0,0,0,0,0.177168528
377.4,0.157678491,0.837728532,0.085691408,0.009401875,0,0,0,0,0,0,0,0,0.177160692
377.5,0.154377932,0.841018006,0.086760594,0.009396581,0,0,0,0,0,0,0,0,0.177152896
377.6,0.151097253,0.844293629,0.087835421,0.009391605,0,0,0,0,0,0,0,0,0.177145143
377.7,0.147837786,0.847555402,0.088915873,0.009386953,0,0,0,0,0,0,0,0,0.177137433
377.8,0.144600861,0.850803324,0.090001933,0.009382631,0,0,0,0,0,0,0,0,0.177129767
377.9,0.141387808,0.854037396,0.091093586,0.009378645,0,0,0,0,0,0,0,0,0.177122147
378,0.138199957,0.857257618,0.092190814,0.009375,0,0,0,0,0,0,0,0,0.177114574
378.1,0.135038639,0.860463989,0.093293602,0.009371702,0,0,0,0,0,0,0,0,0.177107047
378.2,0.131905183,0.86365651,0.094401934,0.009368758,0,0,0,0,0,0,0,0,0.177099569
378.3,0.128800921,0.86683518,0.095515794,0.009366172,0,0,0,0,0,0,0,0,0.177092141
378.4,0.125727182,0.87,0.096635164,0.009363951,0,0,0,0,0,0,0,0,0.177084763
378.5,0.122685298,0.873501604,0.09776003,0.0093621,0,0,0,0,0,0,0,0,0.177077436
378.6,0.119676597,0.876987899,0.098890374,0.009360625,0,0,0,0,0,0,0,0,0.177070162
378.7,0.11670241,0.880457428,0.100026181,0.009359532,0,0,0,0,0,0,0,0,0.177062941
378.8,0.113764069,0.883908733,0.101167435,0.009358827,0,0,0,0,0,0,0,0,0.177055775
378.9,0.110862902,0.887340356,0.102314119,0.009358516,0,0,0,0,0,0,0,0,0.177048665
379,0.108069776,0.890750838,0.103466217,0.009358603,0,0,0,0,0,0,0,0,0.177041611
379.1,0.105347668,0.894138723,0.104623713,0.009359096,0,0,0,0,0,0,0,0,0.177034615
379.2,0.102666784,0.897502551,0.10578659,0.00936,0,0,0,0,0,0,0,0,0.177027677
